T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,30
19.1,27,10,-,45,0,2.4,3.9,11.1,-,-,-,-,-,2013,12,1
18.6,27,12,-,46,0,2.4,6.3,14.8,-,-,-,-,-,2013,12,2
18.4,26,11,-,47,0,2.1,5.2,14.8,-,-,-,-,-,2013,12,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,6
16.1,25,9,-,64,0,1.3,2.8,11.1,-,-,-,-,1,2013,12,7
16.9,26,11,-,65,0,0.8,1.7,9.4,-,-,-,-,1,2013,12,8
15.9,24,10,-,69,0,1,3.5,13,-,-,-,-,1,2013,12,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,12
15.6,24,10,-,63,0,2.1,8.1,22.2,33.5,-,-,-,-,2013,12,13
15.7,23,10,-,67,0,1.6,6.5,11.1,-,-,-,-,-,2013,12,14
16.5,24,11,-,68,0,1.1,6.1,13,-,-,-,-,1,2013,12,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,18
16.5,22,12,-,85,0,0.8,7.6,14.8,-,-,-,-,1,2013,12,19
14.6,18,13,-,95,0,0.6,9.6,13,-,-,-,-,1,2013,12,20
13.7,16,0,-,99,0,0.6,5.7,11.1,-,-,-,-,1,2013,12,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,24
11.7,20,6,-,62,0,1.4,9.8,22.2,-,-,-,-,1,2013,12,25
12.3,19,5,-,53,0,1.8,6.1,18.3,-,-,-,-,-,2013,12,26
12.1,16,9,-,65,-,1.6,4.3,16.5,-,o,-,-,-,2013,12,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,12,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,12,29
-,-,-,-,-,-,-,-,-,-,o,-,o,1,2013,12,30
14.1,16,12,-,83,0,2.3,6.3,18.3,-,-,-,-,-,2013,12,31
11,18,5,-,90,0,0.6,10,14.8,-,-,-,-,1,2014,01,1
9.4,17,4,-,77,0,1.4,9.4,18.3,-,-,-,-,1,2014,01,2
11.9,18,4,-,66,0,1.6,5,14.8,-,-,-,-,1,2014,01,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,6
10.9,18,4,-,70,0,1.3,5.4,14.8,-,-,-,-,1,2014,01,7
11.4,20,3,-,69,0,1.3,4.1,11.1,-,-,-,-,1,2014,01,8
11.5,18,5,-,82,0,0.5,3.7,11.1,-,-,-,-,1,2014,01,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,12
14,20,8,-,64,0,1.3,5.2,11.1,-,-,-,-,1,2014,01,13
13.9,21,7,-,69,0,1.1,7.4,13,-,-,-,-,1,2014,01,14
11.7,16,9,-,94,0,0.3,3.9,9.4,-,-,-,-,1,2014,01,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,16
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2014,01,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,18
13.3,20,9,-,86,0,1.8,8.9,14.8,-,-,-,-,1,2014,01,19
13.1,20,8,-,86,0,1.3,7.4,13,-,-,-,-,-,2014,01,20
13.2,14,12,-,97,-,1.8,13,22.2,-,o,-,o,-,2014,01,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,01,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,24
10.7,14,9,-,100,0,0.5,10.2,14.8,-,-,-,-,1,2014,01,25
13,20,9,-,89,0,0.8,7.6,14.8,-,-,-,-,1,2014,01,26
14.7,22,8,-,82,0,1.1,9.6,22.2,-,-,-,-,1,2014,01,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,01,30
13.2,17,11,-,98,0,0.5,6.5,13,-,-,-,-,1,2014,01,31
13.1,20,9,-,86,0,1,4.8,9.4,-,-,-,-,1,2014,02,1
15.5,22,9,-,78,0,1.1,4.6,13,-,-,-,-,1,2014,02,2
17.9,26,7,-,70,0,1.6,3.3,11.1,-,-,-,-,1,2014,02,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,4
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2014,02,5
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,02,6
18.9,25,14,-,74,0,2.7,15.6,27.8,33.5,-,-,-,-,2014,02,7
12.6,17,7,-,95,0,1.3,10.4,18.3,-,-,-,-,1,2014,02,8
12.4,19,6,-,62,0,2.9,11.3,24.1,-,-,-,-,1,2014,02,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,02,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,02,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,12
14.9,22,6,-,62,-,2.1,9.1,18.3,-,o,-,-,1,2014,02,13
12.4,14,10,-,96,-,1.4,10.4,18.3,-,o,-,o,1,2014,02,14
12.1,17,9,-,90,0,1.1,5.2,11.1,-,-,-,-,1,2014,02,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,02,18
16.9,22,8,-,56,0,1.9,5.6,13,-,-,-,-,-,2014,02,19
16.8,24,11,-,67,0,1.4,4.8,13,-,-,-,-,-,2014,02,20
17.2,24,11,-,66,0,2.3,12.2,18.3,-,-,-,-,-,2014,02,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,02,24
17.7,24,10,-,63,0,2.1,3.9,13,-,-,-,-,1,2014,02,25
18.9,25,14,-,58,-,2.1,6.9,14.8,-,o,-,-,-,2014,02,26
19.1,24,13,-,70,0,3.1,11.7,18.3,-,-,-,-,-,2014,02,27
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,02,28
15.4,19,11,-,87,0,2.1,8.1,14.8,-,-,-,-,1,2014,03,1
15.2,21,10,-,81,0,1.6,6.9,14.8,-,-,-,-,1,2014,03,2
17.7,24,10,-,61,0,2.6,5.9,13,-,-,-,-,1,2014,03,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,4
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,03,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,6
18.1,25,11,-,57,0,2.4,8.5,18.3,33.5,-,-,-,-,2014,03,7
19.8,26,12,-,58,0,3.1,10.2,22.2,-,-,-,-,-,2014,03,8
21.3,28,13,-,54,-,3.4,6.7,24.1,33.5,o,-,o,-,2014,03,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,03,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,03,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,12
18.4,25,12,-,58,0,3.2,13,20.6,-,-,-,-,-,2014,03,13
19.1,26,12,-,58,0,2.6,7.8,14.8,-,-,-,-,-,2014,03,14
21.8,29,12,-,51,0,2.7,5.4,13,-,-,-,-,-,2014,03,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,17
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,03,18
20.9,27,15,-,53,0,3.1,12.4,27.8,-,-,-,-,1,2014,03,19
21.5,27,14,-,50,0,3.4,10.4,18.3,-,-,-,-,-,2014,03,20
24,31,15,-,47,0,3.1,10.6,18.3,-,-,-,-,-,2014,03,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,22
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,03,23
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,03,24
25.2,31,17,-,51,0,3.1,5,11.1,-,-,-,-,-,2014,03,25
25.3,31,20,-,48,0,3.2,9.1,14.8,-,-,-,-,-,2014,03,26
24.1,29,21,-,54,0,3.2,8.5,14.8,-,-,-,o,-,2014,03,27
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,03,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,03,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,03,30
23.9,31,15,-,39,0,3.2,15,29.4,-,-,-,-,-,2014,03,31
24.7,33,16,-,40,0,2.9,8,22.2,27.8,-,-,-,-,2014,04,1
26.2,35,18,-,38,-,2.9,9.6,18.3,-,o,-,o,-,2014,04,2
24.7,31,17,-,42,0,3.1,13,22.2,-,-,-,-,-,2014,04,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,6
26.8,32,22,-,45,0,3.4,16.3,24.1,-,-,-,-,-,2014,04,7
25.4,31,18,-,37,0,4,13.5,20.6,-,-,-,-,-,2014,04,8
26.3,33,18,-,30,0,3.9,12.8,20.6,33.5,-,-,-,-,2014,04,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,12
27.2,32,23,-,34,0,3.2,14.6,27.8,46.5,-,-,o,-,2014,04,13
28.3,33,23,-,33,0,2.9,8.9,20.6,-,-,-,o,-,2014,04,14
29.6,36,23,-,33,0,2.3,5,13,-,-,-,-,-,2014,04,15
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,04,16
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,04,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,04,18
26,33,20,-,46,0,2.3,8.1,13,-,-,-,-,-,2014,04,19
28.9,35,21,-,28,0,2.4,5.2,14.8,-,-,-,-,-,2014,04,20
30,37,21,-,22,0,2.6,10.4,25.9,29.4,-,-,-,-,2014,04,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,24
32.6,39,24,-,24,0,2.6,7.4,20.6,29.4,-,-,-,-,2014,04,25
32.2,39,25,-,25,0,3.1,8.9,22.2,-,-,-,o,-,2014,04,26
31.8,40,21,-,21,0,3.1,9.6,22.2,-,-,-,-,-,2014,04,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,04,29
35.3,43,27,-,15,0,3.1,8.3,18.3,-,-,-,-,-,2014,05,1
34.6,42,27,-,18,0,2.9,11.3,22.2,33.5,-,-,o,-,2014,05,2
31.3,37,27,-,30,0,3.4,12.4,22.2,37,-,-,-,-,2014,05,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,4
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,05,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,6
32.6,38,26,-,39,0,2.9,5.9,13,-,-,-,-,-,2014,05,7
31.1,40,24,-,36,-,2.7,10.2,25.9,37,o,-,o,-,2014,05,8
32.1,38,23,-,26,0,2.9,8,20.6,-,-,-,-,-,2014,05,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,05,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,05,12
24.6,29,18,-,66,-,3.2,12.6,37,38.9,o,-,o,-,2014,05,13
26.7,32,20,-,55,0,2.9,12.2,18.3,-,-,-,-,-,2014,05,14
29.1,35,23,-,48,0,2.9,12,22.2,-,-,-,-,-,2014,05,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,18
32.5,38,26,-,28,0,3.2,13.5,22.2,40.7,-,-,-,-,2014,05,19
33.4,39,26,-,26,0,3.4,11.9,18.3,33.5,-,-,-,-,2014,05,20
32.4,38,26,-,27,0,3.5,13.1,24.1,33.5,-,-,-,-,2014,05,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,22
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,05,23
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,05,24
30.9,39,23,-,40,-,4.2,10.7,27.8,48.2,o,-,o,-,2014,05,25
30.6,36,24,-,46,0,4.2,9.3,18.3,-,-,-,-,-,2014,05,26
33.4,39,27,-,36,0,3.1,8.9,14.8,-,-,-,-,-,2014,05,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,05,29
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,05,30
34.8,42,28,-,32,0,2.4,10.9,22.2,40.7,-,-,o,-,2014,05,31
32,37,25,-,37,-,3.2,11.7,18.3,37,o,-,o,-,2014,06,1
33.7,40,26,-,32,0,2.6,7.4,16.5,-,-,-,-,-,2014,06,2
36.2,42,28,-,26,0,2.7,9.3,22.2,33.5,-,-,-,-,2014,06,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,6
39.7,45,32,-,17,0,2.7,13.3,22.2,40.7,-,-,-,-,2014,06,7
38.5,46,31,-,18,0,2.9,10.6,22.2,46.5,-,-,-,-,2014,06,8
38.6,45,31,-,19,0,2.9,6.5,14.8,33.5,-,-,-,-,2014,06,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,06,12
29.6,35,23,-,51,-,3.2,13.1,29.4,40.7,o,-,-,-,2014,06,13
30.8,36,27,-,66,-,2.6,10.9,22.2,37,o,-,o,-,2014,06,14
34.1,41,30,-,53,0,2.9,12,24.1,40.7,-,-,-,-,2014,06,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,17
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,06,18
35.5,42,29,-,43,0,4,12.4,22.2,33.5,-,-,-,-,2014,06,19
37.8,43,31,-,36,0,3.2,15,29.4,44.6,-,-,-,-,2014,06,20
36.4,40,31,-,38,0,3.1,10.4,22.2,40.7,-,-,-,-,2014,06,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,22
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,06,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,24
32.2,37,27,-,46,0,4.2,10.2,18.3,-,-,-,-,-,2014,06,25
33.2,38,29,-,47,0,3.2,8.7,18.3,-,-,-,-,-,2014,06,26
34.9,41,30,-,42,0,3.4,12.4,24.1,-,-,-,-,-,2014,06,27
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,06,28
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,06,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,06,30
31.1,35,26,-,65,-,3.2,14.6,22.2,33.5,o,-,o,-,2014,07,1
29.9,37,27,-,69,0,3.5,8.3,18.3,-,-,-,-,-,2014,07,2
27.9,31,27,-,81,-,2.4,8,18.3,-,o,-,-,-,2014,07,3
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,07,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,6
33.8,39,27,-,50,0,3.7,9.3,18.3,33.5,-,-,-,-,2014,07,7
34.8,40,30,-,40,0,3.5,10.7,20.6,37,-,-,-,-,2014,07,8
36.2,41,30,-,38,0,3.4,11.9,18.3,40.7,-,-,-,-,2014,07,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,12
34.8,39,31,-,57,0,3.9,10.9,14.8,-,-,-,-,-,2014,07,13
32.1,35,28,-,71,0,2.9,10.7,16.5,-,-,-,-,-,2014,07,14
32.6,37,28,-,67,0,3.4,14.8,20.6,37,-,-,-,-,2014,07,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,16
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,07,17
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,07,18
29.4,33,26,-,75,0,3.2,8.5,18.3,37,-,-,-,-,2014,07,19
30.1,34,27,-,73,-,4,9.6,18.3,-,o,-,-,-,2014,07,20
31.9,36,27,-,65,0,4,6.9,14.8,-,-,-,-,-,2014,07,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,24
30.1,33,27,-,67,0,3.5,13.3,20.6,-,-,-,-,-,2014,07,25
31.7,36,28,-,67,0,3.5,13.5,18.3,-,-,-,-,-,2014,07,26
31.1,36,28,-,69,-,3.4,7.6,18.3,33.5,o,-,o,-,2014,07,27
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,07,28
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2014,07,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,07,30
30.9,35,28,-,76,0,3.1,9.6,18.3,-,-,-,-,-,2014,07,31
32.3,36,29,-,67,0,4,10.2,16.5,-,-,-,-,-,2014,08,1
29.8,34,28,-,80,-,2.4,6.9,14.8,33.5,o,-,-,-,2014,08,2
30.4,35,27,-,73,0,3.2,10,16.5,-,-,-,-,-,2014,08,3
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,08,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,6
29.9,33,28,-,74,0,3.9,10,18.3,-,-,-,-,-,2014,08,7
29.9,32,28,-,75,0,3.4,10.2,18.3,-,-,-,-,-,2014,08,8
30.1,35,27,-,75,0,2.9,9.1,16.5,-,-,-,-,-,2014,08,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,08,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,08,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,08,12
31.6,37,27,-,67,0,4.7,16.7,24.1,37,-,-,-,-,2014,08,13
31.1,35,28,-,63,0,4.2,15.7,24.1,37,-,-,-,-,2014,08,14
30.7,34,27,-,62,0,4.2,14.3,27.8,-,-,-,-,-,2014,08,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,18
33,37,28,-,54,0,3.5,10.4,22.2,-,-,-,-,-,2014,08,19
33,37,28,-,49,0,3.7,11.5,22.2,33.5,-,-,-,-,2014,08,20
32.9,38,28,-,44,0,3.9,11.9,22.2,33.5,-,-,-,-,2014,08,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,24
33.9,40,29,-,47,0,4.3,10.2,20.6,-,-,-,-,-,2014,08,25
33.9,40,28,-,46,0,4.5,13.7,20.6,-,-,-,-,-,2014,08,26
33.3,38,28,-,49,0,4.5,11.3,22.2,-,-,-,-,-,2014,08,27
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,08,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,08,29
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,08,30
27.3,33,25,-,87,-,1.9,9.3,22.2,-,o,-,o,-,2014,08,31
29.8,34,26,-,66,0,4.2,16.5,22.2,37,-,-,o,-,2014,09,1
29.2,33,27,-,70,-,3.7,14.8,24.1,37,o,-,-,-,2014,09,2
27.6,31,26,-,82,-,2.7,14.3,25.9,37,o,-,o,-,2014,09,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,09,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2014,09,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,6
30.9,36,27,-,70,0,2.6,4.3,11.1,-,-,-,-,-,2014,09,7
30.7,35,28,-,71,0,4,9.4,16.5,-,-,-,-,-,2014,09,8
30.3,34,27,-,73,0,2.9,6.1,11.1,-,-,-,-,-,2014,09,9
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,09,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2014,09,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,12
29.3,33,24,-,69,0,3.4,7,14.8,-,-,-,-,-,2014,09,13
28.1,34,23,-,71,0,4.5,11.3,20.6,-,-,-,o,-,2014,09,14
29.7,35,23,-,66,0,4,9.4,18.3,-,-,-,-,-,2014,09,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,18
30.7,35,26,-,60,0,4.2,7.6,16.5,-,-,-,-,-,2014,09,19
30.8,36,26,-,57,0,3.7,7.8,14.8,-,-,-,-,-,2014,09,20
30.4,35,25,-,54,0,3.9,10.7,20.6,-,-,-,-,-,2014,09,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,24
30,36,24,-,50,0,4,9.4,18.3,-,-,-,-,-,2014,09,25
30.2,36,25,-,50,0,4.2,10.2,22.2,-,-,-,-,-,2014,09,26
30.8,36,25,-,48,0,4.3,12,18.3,-,-,-,-,-,2014,09,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,09,30
31.2,37,25,-,47,0,3.7,8,18.3,-,-,-,-,-,2014,10,1
30.8,35,26,-,49,0,4.2,7,14.8,-,-,-,-,-,2014,10,2
30.6,38,25,-,49,0,3.4,7,14.8,-,-,-,-,-,2014,10,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,6
30.7,36,25,-,55,0,3.1,8.7,13,-,-,-,-,-,2014,10,7
28.4,34,23,-,53,0,3.7,9.3,14.8,-,-,-,-,-,2014,10,8
28.1,35,22,-,48,0,4,10.4,18.3,-,-,-,-,-,2014,10,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,12
27.9,32,21,-,55,0,3.9,13.3,18.3,-,-,-,-,-,2014,10,13
24.6,28,21,-,68,-,4.3,10.6,22.2,-,o,-,-,-,2014,10,14
24.4,30,19,-,67,0,3.4,6.1,16.5,-,-,-,-,-,2014,10,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,18
23.6,31,17,-,52,0,2.1,6.1,16.5,-,-,-,-,-,2014,10,19
24.6,32,17,-,52,0,1.9,6.1,16.5,-,-,-,-,-,2014,10,20
26.8,34,19,-,46,0,2.3,6.5,13,-,-,-,-,-,2014,10,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,10,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,24
26.2,32,21,-,57,0,1.6,4.3,9.4,-,-,-,-,-,2014,10,25
25.6,32,20,-,58,0,2.4,5.4,14.8,-,-,-,-,-,2014,10,26
25.7,32,20,-,53,0,2.1,3.3,9.4,-,-,-,-,-,2014,10,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,10,30
24.1,30,18,-,49,0,1.1,6.3,13,-,-,-,-,-,2014,10,31
21.8,28,16,-,53,0,1.6,8.9,16.5,-,-,-,-,-,2014,11,1
23.4,31,15,-,43,0,1.9,6.9,18.3,-,-,-,-,1,2014,11,2
24.4,30,17,-,48,0,1.8,8.3,16.5,-,-,-,-,-,2014,11,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,11,6
27.9,31,20,-,46,0,1.6,6.9,11.1,-,-,-,-,1,2014,11,7
26.3,32,20,-,48,0,1.8,8,18.3,-,-,-,-,-,2014,11,8
24.6,31,18,-,53,0,1.4,9.1,14.8,-,-,-,-,1,2014,11,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,12
17.9,27,12,-,50,0,1.4,6.9,18.3,-,-,-,-,-,2014,11,13
18.4,27,10,-,42,0,2.1,8.3,20.6,-,-,-,-,-,2014,11,14
20,27,11,-,35,0,2.4,10.6,18.3,-,-,-,-,-,2014,11,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,18
18.1,28,11,-,48,0,1.4,3.7,9.4,-,-,-,-,-,2014,11,19
18.2,27,10,-,48,0,1.3,4.3,14.8,-,-,-,-,-,2014,11,20
17.3,26,11,-,52,0,1.3,3.1,13,-,-,-,-,-,2014,11,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,11,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,11,23
